0,-1.15201,inf
0,-1.15171,-1.1471
0,-1.15164,-0.322685
0,-1.15149,-1.14831
0,-1.15149,-1.1512
0,-1.15136,-1.1473
0,-1.15131,-1.1512
0,-1.1497,-1.14547
0,-1.14958,-1.14752
0,-1.14955,-1.14831
0,-1.14929,-1.14695
0,-1.14917,-1.14726
0,-1.14789,-1.14592
0,-1.14733,-1.14695
0,-1.1427,-1.14208
1,-1.13919,-1.13915
0,-0.330086,-0.327971
1,-0.322345,-0.322313
1,-0.32187,-0.319538
0,0.229958,0.233037
0,0.243481,0.244816
0,0.269915,0.270855
0,0.277317,0.304098
0,0.281946,0.310755
0,0.293555,0.294153
0,0.293803,0.293828
0,0.298823,0.298951
0,0.299063,0.29918
0,0.304601,0.309884
0,0.310009,0.316576
1,0.320974,0.430371
1,0.333316,0.435891
0,0.335379,0.336053
0,0.335641,0.335985
1,0.336265,0.342244
1,0.344692,0.357202
1,0.34624,0.34628
1,0.347216,0.348072
1,0.347377,0.348711
1,0.354072,0.354302
1,0.356538,0.363273
0,0.371126,0.372945
1,0.371961,0.376435
1,0.379653,0.382627
1,0.382438,0.382605
1,0.445796,0.446016
0,0.45724,0.458184
0,0.495611,0.495907
1,0.497665,0.497805
1,0.502303,0.503144
1,0.518985,0.520951
2,0.630053,inf
