0,-0.92303,inf
0,-0.922576,-0.917916
0,-0.921848,-0.918231
0,-0.921098,-0.917194
0,-0.921031,-0.920833
0,-0.919605,-0.182881
0,-0.919467,-0.915773
0,-0.918856,-0.91478
0,-0.918601,-0.918574
0,-0.918308,-0.91533
0,-0.917592,-0.915377
0,-0.916901,-0.916605
0,-0.915213,-0.912489
0,-0.914886,-0.91478
1,-0.909476,-0.90945
1,-0.182397,-0.181029
0,0.288096,0.313926
0,0.288137,0.289671
0,0.289124,0.317901
1,0.359073,0.737964
1,0.370374,0.70831
1,0.454448,0.460583
1,0.456647,0.462542
1,0.54676,0.547866
1,0.547687,0.54786
1,0.547854,0.549606
1,0.549187,0.549359
1,0.592266,0.592638
1,0.594724,0.595695
1,0.598135,0.598698
1,0.62231,0.635007
1,0.635318,0.663669
1,0.665183,0.712549
1,0.667422,0.723602
1,0.670278,0.71632
1,0.674632,0.739047
1,0.674883,0.732098
1,0.676438,0.742188
2,0.754198,inf
