0,-0.914008,inf
0,-0.913108,-0.909683
0,-0.912636,-0.909295
0,-0.912176,-0.908625
0,-0.912014,-0.911825
0,-0.910598,-0.171292
0,-0.910002,-0.907139
0,-0.909928,-0.906037
0,-0.90924,-0.906997
0,-0.908993,-0.906872
0,-0.908402,-0.908222
0,-0.90659,-0.906336
0,-0.906302,-0.903697
0,-0.902801,-0.902539
1,-0.170638,-0.169612
0,0.338197,0.340655
0,0.340032,0.341776
0,0.356637,0.356799
0,0.357062,0.357434
0,0.386508,0.417198
0,0.391033,0.4117
0,0.402659,0.402815
0,0.408378,0.420525
0,0.409571,0.416488
0,0.416083,0.416617
0,0.429603,0.438597
0,0.433274,0.435663
1,0.445574,0.536678
1,0.448397,0.527883
1,0.460018,0.460203
1,0.460916,0.462131
1,0.461015,0.461077
0,0.465268,0.465739
0,0.465272,0.465553
1,0.470865,0.478781
1,0.472359,0.479006
1,0.472997,0.473461
1,0.473707,0.475899
1,0.474961,0.474993
1,0.478756,0.478895
0,0.55337,0.5536
0,0.556802,0.556978
1,0.573974,0.574733
1,0.574892,0.576173
1,0.575714,0.575821
1,0.602781,0.602789
1,0.604108,0.605683
1,0.607391,0.609063
2,0.716232,inf
