0,-0.857216,inf
0,-0.842769,-0.841261
0,-0.842491,-0.84117
0,-0.840142,-0.840002
0,-0.838068,-0.837844
0,-0.834614,-0.115656
0,-0.821703,-0.82128
1,-0.820165,-0.818974
0,-0.818407,-0.818147
1,-0.794177,-0.793747
0,-0.1317,0.373552
0,-0.118307,-0.0579194
0,-0.115748,-0.0565132
1,-0.115385,-0.115301
0,-0.0830912,-0.0425637
0,-0.0438264,-0.0192402
0,0.250035,0.252055
0,0.255267,0.255916
1,0.255916,0.256193
0,0.311228,0.37332
1,0.373889,0.373949
1,0.398139,0.542926
0,0.420196,0.420479
1,0.432279,0.433106
1,0.457117,0.464549
1,0.475893,0.489935
1,0.48873,0.514851
1,0.544641,0.544765
0,0.613832,0.614302
1,0.616895,0.61816
1,0.617252,0.618407
1,0.657152,0.657368
1,0.658734,0.65924
1,0.659151,0.659804
1,0.662606,0.663153
2,0.775191,inf
