0,-1.15446,inf
0,-1.15422,-1.15057
0,-1.15419,-0.325524
0,-1.15408,-1.15393
0,-1.15377,-1.15096
0,-1.15372,-1.1536
0,-1.15341,-1.15014
0,-1.15299,-1.15091
0,-1.15196,-1.14997
0,-1.15181,-1.15096
0,-1.15179,-1.15004
0,-1.15152,-1.14858
0,-1.15092,-1.14908
0,-1.15069,-1.15011
0,-1.14535,-1.14492
0,-0.335776,-0.333056
1,0.353016,0.979946
1,0.365061,0.630518
0,0.370737,0.378362
1,0.444044,0.444183
1,0.444242,0.444972
0,0.462332,0.463136
1,0.509212,0.509959
1,0.515586,0.515941
1,0.858263,0.896028
1,0.883849,0.933921
1,0.897489,0.929568
1,0.897835,0.965929
1,0.898906,0.968032
1,0.927019,0.975696
1,0.941288,1.00922
1,0.942209,1.01061
2,1.02335,inf
