0,-0.925561,inf
0,-0.924105,-0.923751
0,-0.92382,-0.922938
0,-0.923045,-0.921374
0,-0.921382,-0.102442
0,-0.921251,-0.920698
0,-0.920543,-0.918374
0,-0.920529,-0.920131
0,-0.920517,-0.919053
0,-0.920323,-0.919743
0,-0.918979,-0.917266
0,-0.918024,-0.916483
0,-0.917558,-0.916144
0,-0.917375,-0.915998
0,-0.915977,-0.915674
0,-0.108442,-0.106756
0,-0.101053,0.438938
0,-0.0967757,-0.0288343
0,-0.0869724,-0.0256887
0,-0.0734628,-0.0235423
0,-0.0566586,0.486745
0,-0.0483833,0.0157422
0,-0.0483194,-0.00405742
0,-0.0427403,0.0179974
0,-0.024864,0.0223045
0,0.000229193,0.0429509
1,0.445664,0.448015
1,0.486755,0.493232
1,0.492722,0.492856
0,0.597774,0.598514
0,0.622558,0.625728
0,0.645315,0.64532
1,0.65098,0.651986
0,0.652691,0.652841
1,0.652963,0.653044
0,0.655572,0.655595
0,0.753533,0.753538
1,0.773339,0.774584
1,0.779157,0.781882
1,0.781745,0.781759
2,0.824515,inf
