0,-0.920934,inf
0,-0.92088,-0.917869
0,-0.92022,-0.920196
0,-0.919856,-0.918125
0,-0.919442,-0.91779
0,-0.919299,-0.917254
0,-0.918832,-0.917282
0,-0.918656,-0.17501
0,-0.918624,-0.915784
0,-0.917668,-0.916613
0,-0.917072,-0.91647
0,-0.917004,-0.916651
0,-0.916952,-0.916721
0,-0.915656,-0.913571
0,-0.188208,0.327243
0,-0.187311,0.316631
0,-0.184298,-0.119884
0,-0.184274,-0.120117
0,-0.172073,-0.116395
0,-0.170507,-0.114854
0,-0.141504,-0.101454
0,-0.13664,-0.0987056
0,-0.123902,-0.0889949
0,-0.114835,-0.0843536
0,0.463154,0.464022
0,0.464768,0.466132
1,0.466747,0.4677
1,0.468291,0.468597
1,0.489996,0.490806
1,0.497204,0.497802
1,0.501933,0.502117
1,0.503729,0.503978
1,0.54146,0.542447
1,0.543245,0.544284
1,0.590171,0.591214
1,0.596123,0.596342
1,0.601957,0.60351
2,0.709639,inf
