0,-0.920719,inf
0,-0.920095,-0.917041
0,-0.919466,-0.917504
0,-0.918671,-0.915891
0,-0.916762,-0.916602
0,-0.91607,-0.13925
0,-0.916026,-0.914245
0,-0.915783,-0.913493
0,-0.915671,-0.914024
0,-0.915381,-0.915062
0,-0.915305,-0.913973
0,-0.914626,-0.913825
0,-0.91362,-0.911734
0,-0.911624,-0.911552
0,-0.911262,-0.911232
0,-0.140821,-0.140798
0,-0.139768,-0.139654
0,0.404286,0.407497
1,0.40823,0.408327
0,0.410833,0.415548
1,0.489891,0.875771
1,0.489988,0.517429
1,0.491505,0.492848
1,0.495773,0.777518
1,0.50197,0.529338
1,0.51457,0.514573
0,0.537034,0.539097
1,0.542211,0.542869
1,0.606612,0.607984
1,0.606736,0.607702
1,0.607548,0.60757
1,0.607707,0.60796
0,0.609243,0.609258
0,0.642577,0.643014
1,0.642904,0.643151
1,0.648208,0.64901
1,0.65299,0.653004
1,0.661026,0.663164
1,0.762178,0.790751
1,0.762529,0.78928
1,0.799867,0.85134
1,0.80078,0.855885
1,0.802217,0.85791
1,0.803163,0.863305
1,0.80517,0.868553
1,0.809258,0.876678
2,0.881673,inf
