0,-0.858812,inf
0,-0.858493,-0.855501
0,-0.858176,-0.858071
0,-0.857414,-0.855817
0,-0.856535,-0.855366
0,-0.856533,-0.854533
0,-0.85628,-0.855501
0,-0.442111,-0.088818
0,-0.435919,-0.413577
0,-0.427758,-0.40927
0,-0.412914,-0.400229
0,-0.394717,-0.384906
0,-0.36793,-0.290503
1,-0.282236,-0.208161
1,-0.227053,-0.212191
0,-0.163693,0.382963
0,-0.151715,-0.0900481
0,-0.149545,-0.0893765
0,-0.12473,-0.0790156
0,-0.110118,0.381563
0,-0.100368,-0.0381572
0,-0.0924701,-0.0374987
0,-0.0899173,-0.0898827
1,-0.0856019,-0.0855063
0,-0.0735165,-0.0480964
0,-0.0630908,-0.0252109
0,-0.0257725,0.000627757
1,0.383222,0.383378
0,0.557122,0.557532
1,0.62346,0.624705
1,0.624521,0.624641
1,0.625299,0.625474
0,0.638734,0.639001
1,0.670111,0.670238
1,0.678747,0.679456
1,0.683751,0.684299
1,0.690038,0.690583
2,0.799047,inf
