0,-0.918885,inf
0,-0.918398,-0.913973
0,-0.917544,-0.914478
0,-0.917054,-0.913468
0,-0.916361,-0.911828
0,-0.915405,-0.914766
0,-0.907512,-0.906624
0,-0.614518,-0.183983
0,-0.606272,-0.584521
0,-0.595504,-0.578547
0,-0.579107,-0.568256
0,-0.559841,-0.550953
1,-0.364417,-0.361013
0,-0.310606,-0.307758
1,-0.281308,-0.256658
0,-0.186613,-0.186142
1,-0.182907,-0.182285
1,-0.18278,-0.182607
1,0.467228,0.853282
1,0.470288,0.706711
0,0.530423,0.530628
1,0.535304,0.537194
1,0.535797,0.537153
1,0.540411,0.541641
1,0.548001,0.549807
1,0.586071,0.586303
1,0.588742,0.590185
1,0.591187,0.593689
1,0.769183,0.778198
1,0.774222,0.780057
1,0.785609,0.804605
1,0.801836,0.839642
1,0.807135,0.847035
1,0.809199,0.843975
1,0.817203,0.853743
1,0.819782,0.866102
2,0.870401,inf
